text,salim
เป็นกำลังใจให้ตลอดไปค่ะ,0
ปรับปรุงตัวเองก่อนเบยจ้า,1
อยากเห็นไอ้พวกนี้ติดคุกนานๆ...555,1
+1,0
"ประยุทธ ถามยายเป็นอะไร
ยาย เป็นหนี้
ประยุทธ เป็นหนี้เพราะอะไร
ยาย เพราะมึง นัน้แหละทำให้เศษฐกิจแย่ กูเลยขายของไม่ออก
55555",1
สลิ่มหน้าเหี้ย เห่าอะไร,0
เหมือนท่าน ผบ.ตร. เลยค่ะ,1
ฉี่ เชียง เชียง คุณรู้ได้อย่างไร. ถ้าไม่จริง ผิด พรบ.คอมฯไหมนะ555,1
ร่างกายต้องการปะทะ,0
เป็นพรรคใหม่ในใจเลยคะ สส.อายุไม่เยอะแต่มารยาทงามทุกคน,1
นพรัตน์ สังห์เหน่ ชาติ คือใครว่ะ หมายถึงใครว่ะ สัสส ถ้าเป็นมึงหรือตูบ ก็ชัดเลย,0
ฉี่ เชียง เชียง ยุบแล้วเลือกใหม่เหล้าเก่าในขวดใหม่เบื่อว่ะ,1
เป็นกำลังใตให้ค่ะ,0
ทองเสี่ย บุญที รถถังทางนั้นก็พร้อมเช่นกัน ซื้อมาเพื่อการนี้อยู่แล้วนิ,0
55555555,1
Nida Nita เปิดแล้วปิดวนลูปเหรอครับสุดท้ายประตูก็ต้องปิดอยู่ดี,0
ได้แฟนตัวยง เพจสลิ่มแล้ว,1
ควายแก้วมาจากไหน,1
ขอด้วยค่ะ,1
สอบตก นั่นเอง..,1
Udomchai Panyapatep อุย ตาย!,0
Apirom Jaikamtham คิดเหมือนกันเลย555,1
สู้ๆ ครับ หมวด ขอบคุณมากครับ ที่ปกป้องผืนแผ่นดินนี้ครับ ขอบคุณมากครับ ให้กำลังใจครับ,1
"เริ่มจากศีลข้อ2
ปล้นประชาธิปไตย ผิดศีลนะจ๊ะ",1
เราจะอยู่กันแบบนี่จริงๆใช่ไหม ถ้ายังเป็นแบบนี้อีก 10 20 30 หรือ 100 ปีประเทศนี้ด็ไม่เจริญหรอก มันก็จะวนๆกลับมาแบบเดิมอย่างงี้แหละ กำลังพัฒนายังไงก็จะกำลังพัฒนาอย่างนั้นตลอดไป,0
เห็นด้วยค่ะ,1
สุดยอดลุงตู่ทำให้คนไทยทุกคนแต่ควายจะกล้าใช้ไหมไม่รู้,1
ถูกครับ ตราบใดที่ความอยุติธรรมยังอยู่ มองคนไม่เหมือนกัน หลายมาตรฐาน มีแต่จะทำให้เกิดความวุ่นวาย,0
Jirayoot Lerslar ประกาศชื่อพรรคใหม่เลยครับ ให้รู้ว่าเป็นการต่อต้าน อย่าช้า,0
อำเภอเคลื่อนที่ จังหวัดเคลื่อนที่ คลินิคเกษตรเคลื่อนที่ มีบริการทำหมันให้สุนัขฟรีหรือสามารถติดต่อได้ที่สำนักงานปศุสัตว์อำเภอ ใกล้บ้านก็ได้นะคะเขามีให้บริการฟรีอยู่ตลอด คุณๆไม่รู้ไม่ได้หมายความว่ารัฐไม่ได้ทำอะไร...หรือว่าไม่รู้จักว่าปศุสัตว์อำเภอคืออะไร ทำหน้าที่อะไร,1
"ไชยยันต์ อนันตรัย นายกหรอโดนนักข่าวต่างประเทศถามเดินหนีเฉย
นายของมวลสลิ่มทั้งหลาย55",0
ภูเบศร์ นัยนานนท์ ขอยืมรูปไปใช้นะได้อารมณ์ดี...555,1
Ota MA Chi ใช่ค่ะ เงินกู้เป็นรายได้ ไม่ใช่หนี้สิน 555,1
Anchalee Paireerak หลวงตาคนหนึ่งนะ ที่ตามข่าวโยมปองทุกวัน. เช่นกันจ้ะ,1
นั่น คนที่ ด่าๆๆๆว่า ทหารๆๆๆ แหกลูกกะตา อันมืดมิด ดูซะๆๆๆ ทหาร โว้ย ที่กระโดดลงไป ชว่ย เรื่องอยากอื่นๆๆๆไม่ อยาก รู้.,1
ทรงพระเจริญ,1
แล้วไง...นี่หรือปัญญาชน พ่อแม่รู้ปล่าว...ลูกติดเชื้อชังชาติ,0
Lim Bizkit ในกรณีของโคราช มีคนเค้าออกมาอธิบายชัดเจนแล้ว,1
"มีอีกคน ทหารเนรคุณชาติ
บ้าน(ฟรี)ก็เสีย
เงินเดือนสส.ก็หาย
สิทธิ์การเมือง10ปีหาย..หลังจากนั้นทันตายพอดี",1
ไนซ์ แมวเรียกให้ไปเปิดประตู ก็รู้นะว่ามันผลมันออกยังไงแต่พอจริงๆก็รู้สึกหดหู่,0
อานนท์ วะตะชิวะ เถาทิพย์ สั่งทีผมได้ครับๆ,0
บุญรักษาหมวดท๊อปขอให้แข็งแรงยิ่งๆขึ้นค่ะ,1
Noppadon Poolrit ผมก็ขอพร้อมด้วยครับ ปชช.อย่างเราจะยืนเคียงข้างร่วมรักษาชาติ ปกป้องสถาบันฯไปด้วยกัน,1
อยากมีเพือน​ ชาวอนาคตใหม่​ จะฝากซื้อเสื้อตัวหนึ่ง​ พร้อมโอน,0
"พวกเราต้องสนับสนุน​ พรรคอนาคตใหม่​ สนับสนุนคนรุ่นใหม่​
เข้ามาบริหารประเทศ​
อย่าง​น้อย 1​ เสียงของผม​
ได้ชัวร์​ถ้าเลือกใหม่​✌️✌️",0
นพรัตน์ สังห์เหน่ กะว่าตอบคอมเม้นยันสว่าง เอาเรื่องอยู่นะสลิ่มเนี่ย5555,0
เหรียญทอง แน่นหนา ตอ้งขอโทษเอารูปทวดพูหญิงสงไปทวดพูชายหาไม่เจอคงจะเป็นรุ่นนั้นเพราะคุณหมอก็รุ่นพอ่ของลูกเขยแต่ฉันก็ยินดีที่ได้รู้จักคุณหมอเพราะเป็นคนอุดมการเดียวกันเห็นคุณหมอตั้งแต่ตอนไปชุมนุมแล้าแต่ไมกล้าไปทักเพราะตอนมันวุ่นวายมากยินดีไม่ว่าคุณหมอจะจัดเดินวิ่งจะต้องไปให้ได้คะเดินเอา5555555,1
พวกเขากลัวว่าจะไม่ไดัเกิด,1
Wimluk Sa ใช่ค่ะ อยากจะอวดรู้ แต่ไม่ขวนขวายศึกษาประวัติศาสตร์ ยิ่งเรียนยิ่งโง่,1
สมองแบบนี้คิดแบบนี้ เศรษฐกิจไทยถึงดิ่งลงเหวเรื่อยๆ นี่ก็ไม่มีปัญญาหาเงินเข้าประเทศ คิดแต่จะขูดรีดภาษีจากประชาชนตัวเอง รถไถไร่ไถนา วิ่งอยู่กลางทุ่งยังจะมาบังคับให้ทำใบขับขี่ มันคนหรือควายที่คิดได้แบบนี้,0
Chinpaisan Man Chusak ประจบสอพลอ เผด็จการซิน่ะ คงได้ผลประโยชน์ร่วมกันหล่ะซิ5555,0
Tawatchai Chaiyakot อ่านลิ้งค์นะคะ,1
ชายชาติทหาร ไม่เคยหวั่นไหว อย่าขู่,1
ทำดีต้องได้ดีค่ะคนไม่เห็นแต่เทวดาท่านเห็นจ้า,1
ชินวัฒน์ ไตรวงศ์ อ้าวนึกว่าภาค2 แหม่ดุจัง555 อย่าไปให้ค่าครับ คนไร้ตัวตนพูดไๆปก็เหมือนคุยกับอากาศ,0
หนุ่มเหนือ มะเขือหวาน วองโกเล่รุ่นที่ 10,0
Aphidach Wongsing ถ้าพรรคไม่ออกมา ผมเป็นคนนึงที่จะรู้สึกยอมแพ้ต่ออำนาจอธิปไตยนี้ แต่ออกมาแบบนี้ทำให้รู้ว่าพรรคยังไม่ยอมแพ้ และถ้าพรรคยังไม่ยอมแพ้ ผมก็พร้อมที่สู้ต่อ เงียบต่อไปน่าจะเป็นสิ่งที่ตามเกมเค้ามากกว่า,0
Yuparat Mungmai เราใช้กฎหมาย ฉบับเดียวกันมั๊ย?,0
ขอยืมภาพครับ,0
ทรงพระเจริญ,1
ส่งใจไปนะคะ ....สู้ๆ #saveอนาคตใหม่ #ยุบให้ตายก้อไม่เลือกเมิง,0
Ban Ten +1,0
สู้ๆนะค่ะ,0
มีฝีมือมีพรสวรรค์มีศิลปะจริงๆค่ะ Talent✍👌😍,1
สู้ๆ ขอให้ได้รับชัยชนะ,1
ทรงพระเจริญ,1
จบสวัสดี คนสวยเคยกล่าวไว้เมื่อวานนี้555,1
Kunnavut เห็นรายชื่อจากเม้นด้านล่างแล้วเป็นตามที่คุณว่าไว้ครับ หลุดเศรษฐกิจใหม่ค้านอิสระไปโหวตไม่เห็นชอบด้วย ยกเว้นลุงมิ่ง,0
นายกระล่อน โอคุง เตรียมน้ำตาไว้ยังคะ อีสลิ่ม,0
"บริษัท พวกนี้ หา เงิน ที่ไหน
มาจ่ายค่า สร้าง ทางด่วน ????
ค่าเงิน เวนคืนที่ดิน อีก",0
ไม่ต้องขอโทษนะคะ พวกเราต้องขอบคุณพวกคุณมากกว่า ขอบคุณที่ทุ่มเทและเสียสละขนาดนี้อย่างไม่เหน็ดเหนื่อย มันจะไม่สูญเปล่า อีก 10 ปีเราก็จะรอ ประเทศไทยในรุ่นลูกหลานเราประชาธิปไตยจะงอกงาม,0
ขออภัยค่ะกิจกรรมของจังหวัดเลย ขอเลื่อนออกไปก่อนนะคะ,0
เชียร์ลุง 😍,1
ไม่จบ,1
เราอยากเปลี่ยนแปรงประเทศให้ดีขึ้น จุดมุ่งหมายของคนไทยต้องการเหมือนกัน ประเทศนี้ใครจะมีอำนาจเกินทหาร ทำได้ทุกอย่างเพราะมีอาวุธอยู่ในมือ หาเรื่องให้ตนถูกต้องได้เสมอ ( ทหารดีก็มี แต่ใครจะกล้าต่อต้านผู้บังคับบัญชา )ที่พูดเพื่อขอให้ประชาชนเป็นคนเลือกเองได้ใหม อย่าตัดใครออกนอกกติกา ก่อนประชาชน,0
ทรง​พระ​เจริญ​ยิ่ง​ยืนนาน​,1
เจอของจริงแน่นอน!!!!,1
ไม่มีใครต้องการเช่นนี้หรอก เพราะคนที่ด่าเขาก็มีกรรมสร้างเวรให้แก่ตัวเค้าเอง ขอให้คุณลุงอดทน สู้สู้ นะคะ✌✌,1
แล้วพรรคนี้จะยุบเมื่อไหร่ครับ,0
Ratchata Yothaprasert น้ำตาลมิตรผล,0
ต้องขอบคุณพรรคอนาคตใหม่ที่จะกระชากหน้ากากไอ้สุนัขจิ้งจอกเจ้าเล่ห์เพื่อให้ประชาชนรับรู้ถึงความเลวทรามของพวกมัน,0
ขอให้ทำจริงทหารชั้ผู้น้อยจะได้ดีใจคะ,1
ทรงไทยสิริพุทธวัลย์ ผมว่าที่ได้ มา ได้จากการนับคะแนนครับ ไม่ได้มาจากการลงคะแนน,0
เมื่อโครงการมารดาประชารัฐจะเริ่มค่ะ จนจะคลอดอยู่แล้วยังไม่วี่แววเลย,1
+1 ครับให้พวกแม่งตายห่าคาตำแหน่งเลยครับ,0
วีรชาติ ศรีสุวรรณ คือคนฉลาดตัองเป็นแค่ ทหาร หรา นี้ความคิดทหารกากๆเเบบมึงไงถึงประเทศไม่ไปไหน.,1
ตกลงประเทศนี้ กู้เงิน คือเงินบริจาค ลูกหนี้ก็อ้างไม่ชำระหนี้คืนได้เพราะมันคือเงินบริจาค แบบนี้ปะที่เราตัองมีตรรกะการคิดใหม่,0
ไม่ได้ไปแต่ส่งกำลังใจไปครับ,0
เป็นกำลังใจให้ครับ,1
🙏🏻,1
ขอชื่นชมนะคะสส.รุ่นใหม่เป็นกำลังใจให้ค่ะ,1
อยู่อย่างไทย ใช้ของไทย เกิดและตาย บนแผ่นดินไทย อาศัยแค่แผ่นดินไทย #รักประเทศไทยค่ะ #ไม่เคยใช้ของนอกเลยค่ะ #จงรักภักดีต่อไทยอย่างไม่มีสิ้นสุด,1
10ปีมันก็เอาพวกมันมาเป็นอีก,0
ไวรัสโคโรน่า,1
กูไม่รู้จักพวกมึงพระเอกควายหลง,1
Chinpaisan Man Chusak พักก่อน ไปนอน ใดใดก็คือลำไยเด้อ,0
Virachada Arunyanart หวังลึกๆยุบๆๆมันแต่ผิดหวังหลายทีแล้ว,1
Nuttha Pam 555 มีอะไรจะให้อ่าน,0
คมสันต์ อินทรัเจริญ เอาเงินเดือน เดือนนี้คืนหลวงสะ,1
ทรงพระเจริญ,1
วิวสวยจริงๆๆ ค่ะ ไม่นานนี้จะไปดูให้เห็นกับตาค่ะ,1
กฎหมายไทยศักดิ์สิทธิ์แล้ว,1
ปชต พวกเมิงดับแล้วว,1
"ตลาดหุ้นไทยปิดบวก 3.85 จุด หลังศาลรัฐธรรมนูญมีมติ #ยุบพรรคอนาคตใหม่

ภาวะตลาดหุ้นไทยวันที่ 21 กุมภาพันธ์ 2563 ปิดที่ระดับ 1,495.09 จุด บวก 3.85 จุด หรือ 0.26% มูลค่าการซื้อขาย 56,082.23 ล้านบาทว่า ตลาดหุ้นไทยปิดบวกสวนทางภูมิภาคซึ่งส่วนใหญ่ปิดลบ ยกเว้นจีนที่ปิดบวก 0.31%

โดยตลาดหุ้นไทยได้ดีดขึ้นมาแดนบวก หลังจากศาลรัฐธรรมนูญมีมติยุบพรรคอนาคตใหม่ มีแรงซื้อกลับหุ้นบางตัว เช่น BAM, AOT, CPF, GULF, ADVANC, CPALL จากก่อนหน้านี้ดัชนีเคลื่อนไหวแดนลบเกือบตลอดทั้งวัน",1
ทรงพระเจริญยิ่งยืนนาน,1
คนดี ทำดี มีแต่สิ่งดีๆเสมอจ้า✌✌👍👍💝💝,1
ปุ่มส้นตีนที่กดแล้วส่งไปถึงที่อยู่ไหนครับ 😡,0
อ้างเป็นนักประชาธิปไตย แต่ไม่เข้าใจ ว่า ประชาธิปไตย คืออะไร แบบใหน น่าขำจริง,1
ถ้าตอนแถลงทำตัวแบบนี้ก็จบล่ะ ปัญหามันไม่ใช่แค่ตอนทำมินิฮาร์ท แต่มันแย่ตั้งแต่ตอนเดินมาก่อนแถลงและตอนแถลง ขอบอกว่าเห็นแล้วร้องไห้เลย ญาติๆ ผู้เสียชีวิตเห็นนายกทำและพูดแบบนั้นคงเสียใจมากๆ,1
ประหาร7 ชั่วโคตรดีใหมครับ?,0
เห็นด้วยครับไม่ควรมีรัฐประหารอีกต่อไป,0
ดีเลยครับ มีการร่วมกันแก้ไขแบบนี้ จะได้แก้ไขได้ในหลายๆมิติ,1
Peerasak Taweethong ใช่ครับ อย่างเช่น คุณลุงไงครับ ลูกเลยออกมาโง่,0
+1,1
สุนัขรับใช้เผด็จการ​ มันเยอะและมีอำนาจ,0
การเมืองไทยมันมีทั้งข้างหน้าและข้างหลังข้างหน้าไม่เท่าไรข้างหลังที่มองไม่เห็นนี่แหละน่ากลัว,0
Kunnavut Jirasukh ฝ่ายค้านเรามีแค่ 215 เสียงหรอคะ,0
ทหารชายแดนใต้น่ารักทุกคนขอเป็นกำลังใจให้สู้ๆค่ะ,1
เห้ย นโยบายอะ ทำได้บ้างยังวะ,1
ศรีสุวรรณเหมาะกว่า 555,0
เชียร์ลุง สมน้ำหน้า,1
ราคาอ้อยไม่เห็นขึ้นตามที่หาเสียงไว้เลย จะครบปีหนึ่งแล้ว แค้นจริงๆที่เลือกพรรคนี้,1
เป็นกำลังใจให้นะคะ...คนดีสู้ๆๆนะคะ,0
จริงๆเลยนะครับ พี่เหรียญทอง ถ้ามีใครมาเรียกผมว่าอาแปะ ผมคงจะยิ้มรับด้วยความยินดี เพราะคำว่าแปะในภาษาจีนแต้จิ๋ว มีความหมายว่าลุง(พี่ชายของพ่อ) ส่วนคำว่าอาเจ็กมีความหมายว่า อา(น้องชายของพ่อ) ถึงแม้ผมจะเป็นลูกจีน แต่ผมก็รักชาติและจงรักภักดีต่อสถาบันหลักของชาติไม่น้อยกว่าคนอื่นนะครับ,1
Navapol Kamjadphai ศาลยุติธรรมเอียงไม่ได้หรอก ใครจะทำแบบนั้นได้,0
เชียร์ลุง หน้าเสียไม่เท่าไหร่ครับ หน้าเฮียที่สุดกว่า😂,1
Niti Buasri มันไม่ง่ายขนาดนั้นป่าวครับ,0
Aphidach Wongsing จะให้อยุ่เฉยได้หรอครับ ขนาดสู้ทางอื่นสู้ทางไหนก็แพ้,0
Sataporn Bowman มันกลัวอนาคตใหม่จนขี้หดตดหายหมดแล้ว ไอ้พวกนี้,0
ประชาธิปไตยได้หายไปจากประเทศไทยแล้วเหรอ,0
"ตอนที่ไทยมีข่าวว่าจะมีการประมูล 3g ตอนนั้นไม่เห็นด้วย เพราะอยากให้รัฐบาลลงทุน free wifi แบบหลายประเทศ โดยเฉพาะช่วงก่อนหน้านั้นมีสกู๊ปถึงประเทศเกาหลีใต้เรื่องที่ว่าประเทศเค้ามี free wifi แรงสูง

ประเทศจะพัฒนาไปได้อีกมาก ถ้าไทยเรามี free wifi hi speed internet

อย่ากลัวว่าจะทำให้แบรนด์ที่มี 3g 4g 5g เดือดร้อน
ไม่เดือดร้อนแน่นอน
แถมจะทำให้คนมีกำลังซื้อที่จะซื้อบริการ 3g 4g 5g เพิ่มมากขึ้นด้วย

รัฐบาลควรเพิ่มโอกาสและทางเลือกให้ประชาชนที่ยังเริ่มตั้งไข่ สร้างตัว ด้วย free wifi hi speed internet ได้แล้วครับ
กระจายให้มันไปทั่วประเทศ แล้วก็จัดตั้งหน่วยงานที่จะมาดูแลตรวจจับ รักษาความปลอดภัยรองรับไว้ด้วย
จะเกิดอะไรที่ดีๆ ตามมาอีกมากแน่นอน",1
ทำเป็นแต่มินิฮาร์ท ส่วนเรื่องบริหาร.....หึ,0
สู้ๆครับท่าน,0
ทรงพระเจริญ,1
"เลิกหยุมหยิมได้แล้วม้างงงงง
เป็น Getsunova เหรอครับ 5555",0
"ชื่อ "" คณะกะหรี่หญิงชายหมอยใหม่ "" ดีกว่ามั่ยค่ะทอน ? 5555 😂😂😂😂",1
ทรงพระเจริญ,1
ชัดเจน,1
Ekkachai Detkhobut ใช่คนที่มันอภิปรายไม่เห็นด้วยรึปล่าว,0
ถามหน่อยคะพรรคอื่นไม่มีการกู้เงินมาใช้ในพรรคตัวเองหราคะ..ทำไมพรรคอนาคตใหม่ทำอะไรก้อผิดไปหมด..ตอนนี้เมืองไทยนี้แย่เนาะคนที่ทำผิดกับเป็นถูกแล้วทำให้คนที่ทำถูกกลายเป็นผิด...,0
นพรัตน์ สังห์เหน่ ไม่ได้ชังชาติค่ะ ชังพวกที่ชี้หน้าด่าคนอื่นว่าชังชาติ,0
นี่ไงหน้าที่ของ นปช,1
ง่ายจังคืออย่าจบก้จบง่ายๆไ,0
ขอบคุณที่ทำเพื่อ อุดมการณ์ที่มีร่วมกันครับ ขอบคุณที่ทำได้ขนาดนี้ สู้ๆนะครับ #มันคือจุดเริ่มต้น,0
อนาคตใหม่ อนาคตประเทศไทย เป็นกำลังใจให้ครับ,0
"กัมพูชามีคนเดียว!!!!!
555",1
ประเทศไทยเมืองเด็ด 😂👏👏,0
เดินๆๆ,1
ความจริงก็คือความจริง​ คำนี้​ อมตะจริงๆครับ,1
ตอนนี้ทำอะไรแล้วสำเร็จทุกอย่างมั้ย ที่หาเสียงไว้อ่ะ คุณใส่ใจฝ่ายค้านมากกว่าใส่ใจทุกข์สุขประชาชน แทนที่จะเอาเวลาโต้ตอบ ป้ายสีเขาไป ทำนโยบายที่หาเสียงไว้ไม่ดีกว่าหรอ,1
เค้าเป็นภัยต่อความมั่นคงครับ.. (ความมั่นคงของตู่),0
เก่งจังเลยค่ะ,1
คราวก่อนมีหน้าชัดๆ ยังทำไรไม่ได้เลยครับ,0
เหรียญทอง แน่นหนา ขอบคุณครับท่าน,1
ถ้าอยู่ที่กฏหมาย ประยุดกับพวก ไม่ได้มาลอยหน้าแบบนี้หรอกครับท่าน,0
ประยุทธ์จะอยู่ถึง10ปีมั้ยคะ🤭,0
รัฐบาลสหรัฐคงไม่มีเงินจ่ายฑูต​ เจ้าหน้าที่ต้องออกมาหากินเป็นขี้ข้านักการเมืองไทย,1
Zhang Liao พวกปรสิต,0
นพรัตน์ สังห์เหน่ ไอ้แก่นรก รอมึงอยู่,0
สู่สุขตินะคะ,0
เขตจอมทอง ฝั่งธน บ้านผม ไม่เห็นมีผลงานอะไรเลย วันๆทำอะไรบ้างครับ ขอดูหน่อย,1
ทุกพรรคน่าจะจับมือกันพัฒนาประเทศดีกว่าแตกแยก,0
สะใจมากกกกกก... #จบสวัสดี 5555,1
อยากไป แต่ต้องทำงานพรุ่งนี้​สู้​สู้​นะครับทุกคน,0
"ม,44กับมาเถ่อะคร้าบเพราะมีคนแแก่ไร้สมองอีกคนหนึ่งถ้าจะแตกแยกก็คงเป็นเพราะคุณปากหมาพาจนน่่ะคร้าบ,,,,จริงๆๆๆๆๆคร้าบ",1
"ที่คุณทำเนี่ย ไม่ใช่การปกป้องวันนี้หรือปกป้องอนาคตประเทศไทย ตามที่คุณอ้างหรอก
แต่คุณกำลังปกป้อง "" อนาคตใหม่ "" เท่านั้น
และก็ไม่ใช่การตัดสิทธิ์หรือยุบพรรคการเมืองที่เห็นต่างกัน
แต่กำลังยุบพรรคการเมืองที่ทำผิดกฎหมาย
เข้าใจไหม
นี่คุณเคยเป็นอธิการบดีธรรมศาสตร์จริงหรือเปล่าว่ะ
พูดให้คนสับสน ไม่ตรงกับความจริง เอาเรื่องทำผิดกฎหมายไปพูดให้คนเข้าใจว่า แค่คิดต่างกัน
ถ้าศาลกำลังจะลงโทษคนทำความผิด คุณออกมาคัดค้านได้
คดีลักวิ่งชิงปล้น ข่มขื่นแล้วฆ่า ก็คงคัดค้านได้เหมือนกัน
นักกฎหมายเลวๆมีเยอะนี่เอง ประเทศไทยถึงหาความสงบสุขไม่ได้",1
Walanrat Sittisawat ทรงพระเจริญ🙏,1
เห็นท่า เชิญยิ้มจะหากินลำซะแหลววว,1
เสียใจ,0
โลตัสตัวดีเลยครับ จอดมั่วไปหมด,1
วิตามินเม็ดฟู่จากเยอรมัน 🇩🇪 สั่งได้นะ 😎,0
ผมว่าอันนี้ถือว่าดีเลยครับ เชิญสื่อต่างประเทศมาด้วยเลย เอาให้พวกลุงมียางอายหลุดออกมาบ้างก็ยังดี สู้ๆครับ,0
ไม่จบหรอกถ้ายังไม่ปฏิรูปกองทัพก่อน,0
สายหยุด ดวงรัตน์ รักมากเลย,1
จะมาจันทบุรีอีกไหมครับ🧡,0
Benchawan Hokphanna ยุ่งอะไรเรื่องชาวบ้าน เขาจะเอาหน้าไหนก็เรื่องของเขา...แปลกจัง,0
คิดอยู่จะเอาเงินยืมที่ไหนไปคืนแม่,1
"ฝากถึงลุงตู่หน่อย ให้ดูแลเศรษฐกิจให้ดีหน่อย ประชาชนตกงานกันเพิ่มมากขึ้น
อย่ามัวแต่ชู 3นิ้วให้มาก",1
กังวลเรื่องฝุ่นจากไฟไหม้จะเพิ่มจำนวน PM ในกทมมากขึ้นจังครับฝากพรรคพลังประชารัฐช่วยป้องกันด้วยนะครับ,1
ขออย่าให้ฝันเป็นจริงนะครับ,1
ใช่คะ,1
มองหน้าเหมือนมองขี้ตัวเอง,1
"ลุงรัฐบาลเฮงซวยและแก๊งนรกทาสเผด็จการ
กดขี่ อยุติธรรม พาประเทศประชาชนล่มจม ลงเหว ไม่มีจะแด๊กกันแล้ว",0
ส่งกำลังใจให้ทุกท่านคับ,0
Bancha Saenthaweesuk ผมก็คน กทม. แต่ไม่เห็นด้วยกับ ไม่เคยไปร่วม เป่านกหวีดเรียกควายมาบริหารอำนาจรัฐครับ,0
Sirilapas Kongtrakarn คิดเหมือนกันครับ,0
การณ์ เจ็ดเมฑาวุธ ชั่งแม่งไม่ได้ครับ ผมแม่งรอแร่เพราะพวกนี้จนจะไม่ไหวแล้วครับ,0
ไม่เสียใจเลยที่เลือกพรรคนี้ ขอให้อนาคตใหม่สู้ๆๆ และเดินหน้าต่อไป พวกเราจะรอคุณกลับมาอย่างสง่างามอีกครั้ง ✌️✌️✌️🧡🧡🧡,0
เยี่ยมมากๆ,1
Sataporn Bowman ก็ขวางทางตุบไงง่ายๆ,0
ดิฉันว่าจะไปสมัครทำงานเป็นแม่บ้านให้คุณหมออยู่เลยค่ะ โดนตัดหน้าซะแล้ววว!!,1
วันนี้มีความสุขที่สุดจะไม่ได้เห็นหน้าช่อ.ธร.บุดอีกในสภายังมีในสภาที่แย่ๆแต่จะทนหรือไม่ก็ไม่ดู,1
นพรัตน์ สังห์เหน่ ตอบเร็วๆหน่อยสลิ่ม คำถามคำด่าเยอะแยะเต็มไปหมด55555,0
นายฟรุ่งฟริ้ง กับยัยตัวร้าย ครับพี่ เจอลุงๆป้าๆแบบนี้ก็อดหัวเสียไม่ได้ครับ ตัวเองทำอะไรอยู่ยังไม่รู้ตัวเลย😂,0
เป็นกำลังใจให้ชาวโคราชนะครับ,1
สื่อตกแต่งห้องเรียน บ้านสื่อปฐมวัย ครูหน่อย เมืองไทยเราขัดแย้งชีงอำนาต.ไม่มีความสหงบสุก.ไม่เหมือนพกเดียว.ส.บ.ม.,0
เป็นกำลังใจ❤❤❤❤❤✌✌✌✌✌✌💯💯💯💯💯💯,0
เขาเล่าว่า ฆ่าเต่าอล้วประเทศ เจริญ,0
หนุ่มเหนือ มะเขือหวาน จัสตินที่10,0
นพรัตน์ สังห์เหน่ อย่าไปด่าเค้าเลยครับ ตัวตนจริงๆเค้ายังไม่มีเลย อีควายสลิ่ม 🐃😂😂😂😂,0
มันพวกขยะครับ,0
PikaPhu Freedom IO จิตอาสาเยอะแยะ,0
ขอบคุณที่ยังสู้ต่อค่ะ ขอเดินไปด้วยนะคะ สิบปีแค่นี้เอง เป็นกำลังใจให้ค่ะ #คณะอนาคตใหม่,0
Por Chaiyaporn อันนี้ยกกฎหมายอะไร มาตราไหนมาครับ,0
ให้กำลังอยู่ห่างๆ #คนเชียงใหม่ #saveอนาคตใหม่,0
มุกข์ดา นาเมืองรักษ์ เข้ายูทูป ค้นหา คะ มีแน่นอน,0
เพื่อไทยโลกสวยต่อไปเถอะครับ สู้ไปกราบไป พอกันที ผมพร้อมลุยแล้ว,0
ชาวกำแพงเพชร ถึงคิวคุณแล้ว อย่าให้เขาด่า กำแพงเชรสิ้นคนดีแล้วหรือ นะ,1
ข่มขู่ศาลชัดๆ ถ้าศาลกลัว พรรคแม้วไม่โดนยุบมาสามสี่ครั้งหรอกไอ้หอกหัก.,1
ทรงพระเจริญ,1
ตัวอยู่ไกลขอส่งใจไปช่วยครับ,0
เจอคนรู้กม.จริง อธิบายเป็นขั้นเป็นตอนชัดเจน กกต.หมอไม่รับเย็บ,0
Joy Natthanicha คุณอมรรัตน์ก็ยังอยู่คับ,0
ชื่นชมครับ,1
ประยุทธ์ จันทร์โอชา เท่านั้นค่ะ,1
ก่อนเลือกตั้ง ยกมือไหว้มาตั้งแต่หน้าบ้าน พอหลังเลือกตั้งแทบไม่รุ้จักใคร,1
ใช่ระยำทั่งโครตมันนั่นแหละ,1
"หลิ่ง จริงๆ แล้วแต้จิ๋วน่าจะแปลว่า ""ล้อ"" มากกว่า แต่อย่างไรก็ตาม ผมดีใจที่ได้รู้จักคุณหมอเหรียญทองครับ และรู้ว่า เราเป็นคนเชื่อสายจีนที่รักชาติ รักสถาบันฯ เหมือนกันครับ",1
ใช้สิไม่ถูกใจก็ฉีก 😂😂,1
รักชาติ​ ศาสนา​ พระมหากษัตริย์​ไม่​ดัดจริต​ ชิดขวาค่ะ,1
Wut Niyomsuk อย่าเลยครับ เหตุให้มันกลีบมาอีก,0
ยาง65,1
คุณพ่อมีชื่อจีนว่าเหลียงค่ะเคยเป็นคนไข้ของคุณหมอเหรียญตรา ที่ร.พ.โคกศรีฯ ค่ะ,1
